iso_code,country,continent,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
CYP,Cyprus,Europe,2020,,,,,,,-12.901,-4.177,1.21,49.695,,,,,,621,0,-16.597,0.575,-0.032,0.162,0,134.254,,,4.96,0.06,0,4.32,0,0,0,4.32,0,0.06,0.64,0.33,0.25,4.96,,23358.362,-14.902,93.479,-4.617,26.363,21835.221,3578.052,87.097,,0,,0,0,0,0,0,,,0,,0,0,0,0,0,12.903,0.64,530.082,20.907,5.465,0.266,1.541,1276.447,0,0,0,,0,0,0,0,0,87.097,-14.891,92.904,-4.584,26.201,3578.052,21700.967,,,0,49.695,2.884,0.523,0.004,0.148,0,1.21,122.216,4108.133,1207361,28.202,530.082,12.903,20.907,5.465,0.266,1.541,1276.447,6.653,48.296,2.842,0.261,0.802,273.323,663.85,5.04,0.225,2.099,0.001,0.592,207.063,490.381
ECU,Ecuador,South America,2020,,,0,,-9.476,-31.366,-13.315,-27.527,,,,,,,,,,,0,0,0,,0,,,,,,,,24.768,0,,,0.485,25.505,0.166,0.086,32.045,,10157.683,-19.316,64.682,-27.752,115.919,6570.241,,,,,-13.644,3.046,-0.862,5.458,,309.366,,,77.291,0.052,34.097,0.032,61.106,1403.838,3463.439,79.59,25.505,1445.597,0.158,35.111,0.099,62.923,3566.465,,,0,,0,0,0,0,0,,-19.577,61.637,-26.889,110.461,,6260.875,299.63,16982.881,,27.478,6.221,0.667,0.07,1.196,,1.513,67.791,1816.307,17643060,179.213,1445.597,79.59,0.158,35.111,0.099,62.923,3566.465,0.519,-0.371,0.229,-0.002,0.411,9.434,23.275,0.267,-0.367,0.118,-0.001,0.211,4.848,11.96
EST,Estonia,Europe,2020,,,,,,,-14.025,-8.445,22.277,1017.686,,,,,,610,0,-21.477,52.202,-7.391,27.024,0,20371.459,,,9.71,1.35,0,3.63,0.04,0.02,0,3.59,0,1.35,2.43,0.19,0.87,6.06,,39024.296,-16.377,88.302,-8.952,45.712,34459.267,2736.444,59.901,,0.66,-8.026,8.28,-0.374,4.286,30.154,3231.341,,,0.33,101.444,0.183,0.048,0.095,15.077,71.446,40.099,2.43,1831.835,9.657,11.112,0.507,5.752,4336.331,37.59,3.65,0,,0,0,0,0,0,59.241,-7.616,27.82,-1.187,14.402,2706.291,10856.467,,,0,1017.686,3.329,6.406,0.107,3.316,0,22.277,2499.737,4568.279,1326539,51.767,1831.835,40.099,9.657,11.112,0.507,5.752,4336.331,3.135,7.646,0.6,0.022,0.31,143.23,233.993,14.356,19.397,3.924,0.33,2.031,655.842,1531.155
MEX,Mexico,North America,2020,-32.899,-21.061,-3.908,-12.231,0.142,1.566,-14.264,-299.271,0.96,22.548,0.656,0.122,0.014,2.203,17.086,,4.162,-61.431,3.225,-92.402,58.013,97.759,449.948,42.956,333.164,302.106,2.907,12.604,227.827,181.157,26.557,11.335,34.066,4.626,7.533,63.708,10.349,19.269,302.871,,13951.862,-16.77,89.258,-323.51,1605.615,12453.118,1767.024,75.223,,59.813,-1.91,47.971,-16.799,862.934,1405.052,6692.906,300.718,2332.361,8.769,13.259,3.681,7.751,66.21,205.979,513.522,24.777,75.044,582.037,14.343,10.742,24.24,193.239,1498.755,-0.253,-0.765,3.743,-0.53,1.566,-0.15,28.173,87.917,218.507,11.248,-23.839,38.061,-214.31,684.666,264.213,5310.264,1105.467,8573.983,35.876,58.424,-7.996,1.042,-1.629,18.741,1.527,2.487,145.351,2349.061,128932752,1798.852,494.12,21.035,17.337,9.176,24.39,165.066,1280.248,3.417,60.593,1.628,11.053,29.293,80.267,227.199,6.362,17.384,2.703,7.2,48.619,149.45,377.089
LUX,Luxembourg,Europe,2020,,,,,,,-15.077,-7.082,29.268,575.102,,,,,,55,0,-2.417,1.212,-0.012,0.484,0,772.64,,,6.69,0.36,0,0.25,0.17,0.09,0,0.08,0,0.36,0.98,0.18,0.35,1.23,,63726.112,-18.69,88.691,-8.132,35.38,56519.531,399.376,20.325,,13.821,-7.872,18.373,-0.626,7.329,271.576,11708.646,,,7.317,-12.709,0.579,-0.034,0.231,143.775,369.179,79.675,0.98,1565.555,29.405,6.396,0.58,2.552,4076.036,81.614,5.46,0,,0,0,0,0,0,6.504,-21.375,69.105,-7.494,27.567,127.8,44038.244,,,0,575.102,38.195,2.382,0.263,0.95,0,29.268,1517.985,1964.932,625976,39.891,1565.555,79.675,29.405,6.396,0.58,2.552,4076.036,14.634,57.772,1.277,0.187,0.509,287.551,813.745,28.455,23.586,2.158,0.164,0.861,559.127,1375.126
PER,Peru,South America,2020,0,,-10.418,-14.061,-11.665,-8.283,-15.92,-52.438,1.123,17.666,,,,,,,1.187,-26.614,2.326,-2.336,6.442,18.681,195.37,,,51.907,0.582,0.616,18.302,17.686,30.404,0,0,0,0.582,33.582,0.783,1.812,51.884,,8399.715,-21.125,68.281,-50.647,189.106,5735.374,555.069,35.274,,34.087,-14.139,25.456,-11.61,70.503,536.389,2138.269,120.897,3666.686,58.601,-3.392,27.176,-2.642,75.264,922.133,2282.69,64.726,33.582,1018.508,-2.182,30.094,-1.859,83.347,2527.834,0.045,0.024,0,,0,0,0,0,0,0,-24.654,40.498,-36.7,112.161,0,3401.735,62.722,1902.28,0,17.666,30.51,0.618,0.4,1.713,0,1.123,51.946,1573.577,32971848,276.954,1018.508,64.726,-2.182,30.094,-1.859,83.347,2527.834,1.509,1.591,0.693,0.03,1.919,23.752,58.214,3.492,8.603,1.607,0.353,4.451,54.957,134.984
GRC,Greece,Europe,2020,-48.866,-29.14,0,,0,,-16.139,-53.474,0.854,38.376,,,,,,498,15.564,-47.194,11.449,-28.433,31.813,699.411,3052.204,30.493,2925.512,55.7,0.4,7.29,29.24,16.09,3.5,0,5.86,0,0.4,17.6,4.79,8.91,46.84,,26658.55,-20.124,83.162,-58.217,231.076,22169.711,2805.319,62.425,,34.351,10.031,20.522,5.198,57.023,1543.693,5470.866,,,7.472,-13.84,3.054,-1.363,8.486,335.794,814.185,37.575,17.6,1688.564,11.508,15.973,4.58,44.384,4258.296,15.907,8.86,0,,0,0,0,0,0,12.511,-19.74,51.19,-34.983,142.24,562.215,13646.641,,,0,38.376,-7.578,0.331,-0.075,0.92,0,0.854,88.273,4493.884,10423056,277.864,1688.564,37.575,11.508,15.973,4.58,44.384,4258.296,10.226,9.615,4.326,1.054,12.02,459.558,1153.248,19.022,27.592,8.262,4.965,22.958,854.836,2202.59
BEL,Belgium,Europe,2020,,,,,,,-17.866,-132.375,5.989,452.129,23.956,1.104,1.298,6.718,579.686,182,0.103,-17.36,4.91,-6.277,29.881,7.766,2578.222,,,86.84,5.24,0.09,29.41,25.82,0.31,34.89,3.5,0,5.24,23.2,5.01,12.64,87.5,,52509.636,-20.884,75.327,-121.008,458.416,39554.042,2537.616,33.611,,29.509,-2.217,27.932,-3.853,169.982,2227.856,14666.744,,,0.354,-6.99,0.114,-0.052,0.696,26.748,60.015,66.389,58.09,5012.245,-7.038,24.673,-11.368,150.151,12955.637,-0.76,-0.66,39.874,-21.354,13.928,-23.014,84.76,3010.453,7313.429,4,-30.013,42.486,-110.877,258.553,301.994,22309.075,,,0,452.129,1.358,2.161,0.176,13.154,0,5.989,1134.969,7549.862,11589616,608.567,2001.792,26.514,21.67,10.745,11.646,65.391,5642.208,5.726,20.521,2.083,2.158,12.675,432.284,1093.612,14.446,33.493,5.283,8.066,32.149,1090.631,2773.926
HKG,Hong Kong,Asia,2020,,,,,,,-25.109,-86.543,,,,,,,,,,-46.731,14.811,-33.539,38.231,,5099.459,,,,,,,,0,0,,,0.12,0.122,0.001,0.001,35.207,,34430.312,-25.16,99.861,-86.654,257.765,34382.499,,,,,58.665,19.155,18.281,49.443,,6594.999,,,0,,0,0,0,0,0,0.347,0.122,16.286,60.358,0.117,0.113,0.301,40.179,,,0,,0,0,0,0,0,,-29.565,65.895,-71.397,170.092,,22688.041,,,,16.026,61.499,0.115,0.113,0.296,,0.341,39.537,4696.202,7496988,258.124,16.286,0.347,60.358,0.117,0.113,0.301,40.179,0.003,5.491,0.001,0,0.003,0.15,0.37,0.002,21.559,0.001,0,0.002,0.11,0.272
VEN,Venezuela,South America,2020,182.66,3.822,-26.684,-68.248,-41.254,-223.701,-26.052,-141.075,,,,,,,,,,-34.944,0.038,-0.081,0.152,,5.333,5.914,207.985,,,,,,31.646,0,,,0,31.658,0.013,0,58.389,,14081.797,-23.442,80.495,-98.697,322.325,11335.111,,,,,-26.684,46.828,-68.248,187.515,,6594.283,187.515,6594.277,54.198,-35.183,19.498,-42.378,78.074,1112.878,2745.607,54.22,31.658,1113.32,-35.174,19.505,-42.378,78.105,2746.697,,,0,,0,0,0,0,0,,-18.402,33.628,-30.368,134.658,,4735.495,318.555,11202.546,,0,,0,0,0,,0,0,2053.341,28435944,400.429,1113.32,54.22,-35.174,19.505,-42.378,78.105,2746.697,0.022,-0.368,0.008,0,0.031,0.442,1.091,0,,0,0,0,0,0
